Adresas,floor,total_floor_num,Buto numeris:,rent_price,room_num,year,Namo numeris:,Nuoroda,Pastato tipas:,Peržiūrėjo,area,Redaguotas,Įdėtas,Įrengimas:,Šildymas:
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-j-basanaviciaus-g-nuomojamas-vieno-kambario-36-kv-m-butas-4-936297/,2.0,4.0,,450,1.0,1956.0,,,Mūrinis,,36,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-butas-atsilaisvins-nuo-spalio-6-d-4-866609/,2.0,4.0,,315,1.0,1958.0,20,,Mūrinis,,18,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-centrineje-sostines-dalyje-seimyniskiu-g21-4-933897/,3.0,6.0,,470,2.0,2006.0,21,,Mūrinis,,40,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojmas-3-kambariu-butas-netoli-centro-4-936611/,8.0,9.0,,900,3.0,2010.0,30c,,Mūrinis,,108,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kedru-g-pries-5-m-padarytas-kapitalinis-remontas-4-846587/,5.0,5.0,,380,2.0,1963.0,6,,Mūrinis,,34,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kedru-g-nuomojamas-visai-naujai-ir-pilnai-irengtas-4-936561/,1.0,5.0,,280,1.0,1985.0,6,,Mūrinis,,15,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojami-naujai-irengti-apartamentai-4-919549/,4.0,9.0,,520,1.0,2019.0,,,Mūrinis,,34,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-isnuomojamas-erdvus-vieno-kambario-butas-prie-4-929125/,2.0,2.0,,600,1.0,1940.0,16,,Mūrinis,,63,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-nuomojamas-tvarkingas-ir-jaukus-1-kambario-4-936057/,2.0,8.0,,175,1.0,1990.0,,,Mūrinis,,20,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomojamas-ka-tik-suremontuotas-2-kambariu-4-935115/,8.0,9.0,,570,2.0,2004.0,,,Mūrinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-tarandeje-putiniskiu-g-isnuomojamas-jaukus-sviesus-erdvus-25-m2-4-936403/,2.0,2.0,,155,1.0,2000.0,,,Mūrinis,,25,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-sporto-g-nuomojamas-jaukus-ir-modernus-dvieju-4-935015/,6.0,6.0,,750,2.0,2003.0,,,Mūrinis,,"69,75",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-isnuomojamas-tvarkingas-1-kambario-butas-4-930567/,3.0,9.0,,270,1.0,1980.0,18,,Blokinis,,36,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-gostauto-g-isnuomojamas-aristokratiskas-erdvus-ir-4-915037/,2.0,5.0,,650,2.0,1950.0,4,,Mūrinis,,54,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-4-414969/,4.0,4.0,,250,1.0,1960.0,,,Mūrinis,,16,,,"Kita                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-prestiziniame-zveryno-rajone-nuomojami-4-838077/,5.0,6.0,,970,3.0,2002.0,,,Mūrinis,,106,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Elektra
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-isnuomojame-buta-lofta-senamiestyje-salia-4-933469/,2.0,4.0,,490,2.0,,60,,Mūrinis,,32,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-grigalaukio-g-nuomojamas-2k-butas-nuomojamas-ka-tik-4-933397/,4.0,8.0,,430,2.0,2018.0,,,Mūrinis,,30,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-3-ju-kambariu-butas-pilaites-4-933391/,3.0,5.0,,410,3.0,1991.0,29,,Blokinis,,68,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-grybautoju-g-nuo-2019-m-rugsejo-15-d-iki-2020-m-4-482244/,2.0,2.0,,650,3.0,2004.0,,,Mūrinis,,80,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-nuomojamas-dvieju-kambariu-butas-adresu-4-820483/,4.0,7.0,,430,2.0,2009.0,166,,Mūrinis,,66,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-nuomojamas-jaukus-triju-kambariu-butas-4-933275/,2.0,5.0,,700,3.0,2007.0,5,,Mūrinis,,"80,01",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-nestandartinis-1k-butas-4-848611/,1.0,5.0,,300,1.0,1968.0,,,Blokinis,,36,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-nuo-rugsejo-30-d-nuomojamas-naujai-irengtas-4-933255/,11.0,12.0,75,580,2.0,,23,,Mūrinis,,39,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-jaunimo-skg-isnuomojamas-tik-ka-po-remonto-sviesus-4-933239/,1.0,5.0,,220,1.0,1975.0,,,Mūrinis,,18,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-fiziku-g-isnuomojamas-puikiai-irengtas-2-kambariu-4-237772/,8.0,9.0,,370,2.0,2008.0,10,,Monolitinis,,42,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-priegliaus-g-isnuomojamas-jaukus-isskirtinis-studijos-4-803875/,8.0,9.0,,400,1.0,2015.0,5,,Blokinis,,33,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-mazas-butukas-netoli-rotuses-senamiestyje-4-933151/,1.0,2.0,,290,1.0,1940.0,7,,Mūrinis,,16,,,,"Elektra, kietu kuru"
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-simonaitytes-g--jaukus-erdvus-naujos-statybos-butas-4-933147/,4.0,4.0,,480,2.0,2015.0,7,,Blokinis,,63,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-jaunimo-skg-isnuomojamas-jaukus-ir-sviesus-1-k-butas-4-936609/,4.0,5.0,,240,1.0,1971.0,7,,Mūrinis,,30,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-juodkrantes-g-isnuomojamas-gerai-priziuretas-butas-su-4-933035/,3.0,4.0,43,335,1.0,2008.0,6,,Mūrinis,,35,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuojamas-2-nepereinamu-kambariu-butas-50m2-4-932979/,5.0,5.0,,350,2.0,1985.0,,,Blokinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-rinktines-g-3-ju-kambariu-butas-zirmunuose-rinktines-g-4-932949/,5.0,9.0,,550,3.0,1977.0,19,,Blokinis,,"63,94",,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zygio-g-su-virtuves-ir-vonios-baldais-ir-buitine-4-932517/,7.0,9.0,,460,2.0,2009.0,,,Mūrinis,,49,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-isnuomojamas-3-kambariu-butas-su-dideliu-4-936489/,7.0,7.0,,650,3.0,2005.0,18,,Mūrinis,,90,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-saltoniskiu-g-jaukus-siltas-2-kambariu-butas-su-baldais-ir-4-919983/,4.0,10.0,,600,2.0,2007.0,36,,Mūrinis,,54,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-nuomojamas-visiskai-naujas-jaukus-ir-sviesus-4-903951/,3.0,4.0,,650,2.0,2018.0,5,,Mūrinis,,44,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-isnuomojamas-2-kambariu-butas-su-balkonu-4-932885/,3.0,3.0,,500,2.0,1905.0,4,,Mūrinis,,"48,19",,,,Kita
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-butas-beveik-naujas-gyventa-tik-6-menesius-4-936439/,3.0,5.0,,550,2.0,2017.0,,,Mūrinis,,45,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kazliskiu-g-isnuomojamas-2-kambariu-butas-4544-kvm-4-928275/,2.0,5.0,,400,2.0,1969.0,13,,Mūrinis,,"45,44",,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vilniaus-g-nuomuojamas-sviesus-tvarkingas-vieno-4-932855/,1.0,3.0,2,400,1.0,1940.0,2,,Mūrinis,,42,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-odminiu-g-be-tarpininku-ilgesniam-laikui-nuo-spalio-1d-4-783399/,3.0,3.0,,900,3.0,1940.0,1A,,Mūrinis,,100,,,,"Elektra, geoterminis, kietu kuru, kita"
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-krivules-g-gerb-nt-agentai-prasome-nesiulyti-savo-4-751589/,5.0,5.0,,730,2.0,2016.0,1C,,Mūrinis,,66,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-balsiuose-verkiu-rieses-g-isnuomojamas-vienas-kambarisnuosavame-name-4-789887/,2.0,2.0,,180,1.0,2000.0,56,,Mūrinis,,20,,,,Kietu kuru
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-pilaites-pr-irengtas-naujas-butas-nuosavu-2018-m-kotedzu-4-932633/,1.0,3.0,,400,1.0,2018.0,,,Mūrinis,,35,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-isnuomojamas-2-kambariu-37-m3-bendro-ploto-4-932615/,4.0,9.0,,420,2.0,2018.0,19,,Monolitinis,,37,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-nuo-spalio-men-isnuomojamas-3k-butas-su-4-932561/,4.0,9.0,,550,3.0,2008.0,41,,Mūrinis,,80,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-trinapolio-g-isnuomojamas-butas-trinapolio-gatveje-4-743335/,7.0,11.0,,500,3.0,2007.0,9,,Monolitinis,,75,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-isnuomojamas-2-u-kambariu-butas-laisves-pr-4-932549/,4.0,6.0,,280,2.0,,85,,Mūrinis,,42,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-projektas-svitrigailos-namai-studijos-tipo-4-930651/,1.0,7.0,,550,1.0,2016.0,16b,,Mūrinis,,30,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-justiniskiu-g-isnuomojamas-nuo-gruodzio-1-d-puikus-4-578957/,1.0,6.0,,450,2.0,2007.0,146,,Mūrinis,,56,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-4-932531/,4.0,8.0,,480,2.0,2004.0,26,,Mūrinis,,45,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kaukysos-g-isnuomojmas-erdvus-taciau-ekonomiskas-4-914467/,4.0,6.0,,560,2.0,2012.0,18,,Mūrinis,,"50,15",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-studentui-fabijoniskese-fabijoniskiu-g-4-919683/,8.0,9.0,,120,3.0,1984.0,,,Monolitinis,,14,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-aguonu-g-isnuomojamas-studijos-tipo-36-kvm-butas-4-935995/,3.0,4.0,,550,1.0,1940.0,5,,Mūrinis,,36,,,,Elektra
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-isnuomojamas-jaukus-siuolaikiskai-4-935949/,4.0,4.0,,450,2.0,1960.0,27,,Mūrinis,,40,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-nuomojame-isskirtini-lofta-kauno-g-4-932481/,4.0,4.0,,650,2.0,2015.0,30,,Mūrinis,,44,,,,Aeroterminis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuomojamas-dvieju-kambariu-butas-traku-4-932477/,2.0,2.0,,800,2.0,1940.0,,,Mūrinis,,"37,4",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-nuomojamas-20-kvm-kambarys-3-kambariu-bute-4-922981/,1.0,3.0,,280,3.0,1915.0,1,,Mūrinis,,20,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-sviliskiu-g-irengimas-sviesus-ir-erdvus-butas-4-932451/,5.0,5.0,,410,2.0,2008.0,,,Mūrinis,,55,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuo-2019-10-01-isnuomojamas-jaukus-4-935753/,1.0,2.0,,670,2.0,1940.0,,,Mūrinis,,49,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomuojamas-2k-butas-antakalnyje-lokacija-4-935743/,4.0,5.0,,340,2.0,1962.0,65,,Mūrinis,,43,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-studio-tipo-butas-algirdo-g-naujamiestyje-4-932401/,1.0,5.0,,340,1.0,1967.0,37,,Mūrinis,,21,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-elniakampio-g-nuomuojamas-jaukus-siuolaikiskai-irengtas-4-594343/,2.0,3.0,,650,2.0,2012.0,7,,Mūrinis,,55,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-volunges-g-isnuomojamas-2-aukste-muriniame-name-4-932373/,2.0,5.0,,420,2.0,1974.0,9,,Mūrinis,,52,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-butas-laisvas-dabar-pilnai-irengtas-su-4-935659/,4.0,16.0,,550,2.0,2006.0,67A,,Blokinis,,58,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-butas-tvarkingas-su-baldais-ir-buitine-4-935657/,4.0,5.0,,320,1.0,1978.0,1,,Mūrinis,,34,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-nuomojamas-tvarkingas-patogiai-irengtas-ir-4-935285/,7.0,9.0,,450,3.0,1982.0,,,Blokinis,,67,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuoma-pozeminis-parkingas-50-atskirai-be-buto-4-919305/,1.0,9.0,,600,2.0,2015.0,3A,,Mūrinis,,55,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-nuomojamas-dvieju-kambariu-butas-su-baldais-4-935641/,5.0,5.0,,320,2.0,1960.0,2,,Mūrinis,,42,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latgaliu-g-isnuomojami-kambariai-studentamsjaunimui-4-932327/,2.0,2.0,1,150,4.0,1990.0,18,,Medinis,,80,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-algirdo-g-renovuotas-butas-vilniaus-centre-mazos-4-866947/,4.0,5.0,,450,2.0,1965.0,10A,,Mūrinis,,32,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-slamuciu-g-15-kamb-butas-jaukus-ir-siuolaikiskas-9-4-935625/,1.0,3.0,,350,2.0,2014.0,,,Mūrinis,,30,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-visiskai-naujai-irengtas-butas-4-932187/,3.0,5.0,,460,2.0,,28,,Mūrinis,,45,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-jaukus-dvieju-kambariu-butas-su-balkonu-salia-4-935575/,6.0,16.0,23,500,2.0,2004.0,51,,Mūrinis,,64,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-budiniskiu-g-nuomojamas-a-klases-energetines-klases-1-4-932091/,5.0,7.0,,395,1.0,2019.0,3,,Mūrinis,,30,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-butas-isnuomojamas-tik-ilgalaikei-nuomai-4-927323/,7.0,16.0,,430,2.0,2007.0,45,,Blokinis,,59,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuo-2019-metu-spalio-6-d-nuomojamas-3-4-826131/,1.0,3.0,,580,3.0,1958.0,,,Mūrinis,,58,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-ilgalaikei-nuomai-siulomas-elegantiskas-4-932041/,9.0,9.0,,420,2.0,1988.0,,,Blokinis,,52,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-turniskiu-g-be-tarpininku-isnuomojamas-naujai-stilingai-4-932001/,2.0,3.0,,590,2.0,2017.0,34A,,Kita,,48,,,,Geoterminis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rudninku-g-puikiai-irengtas-naujai-suremontuotas-dvieju-4-918629/,3.0,3.0,,790,2.0,1914.0,12,,Mūrinis,,62,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-isnuomojas-mikroloftas-naujamiestyje-bute-4-935473/,4.0,4.0,,450,2.0,,30,,Blokinis,,27,,,,Elektra
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-isnuomojamas-erdvus-siltas-ir-sviesus-70-kv-4-931943/,9.0,9.0,,480,3.0,1995.0,,,Blokinis,,70,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-pilnai-irengtas-2k-52-m2-butas-pusu-terasose-4-608271/,5.0,7.0,18,520,2.0,2016.0,23,,Mūrinis,,47,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-nemencines-pl-nuomojamas-109-kvm-3-aukstu-kotedzas-4-931883/,2.0,2.0,,870,3.0,2006.0,68,,Mūrinis,,109,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-puikiai-irengtas-dvieju-4-926717/,4.0,5.0,,800,2.0,2011.0,24,,Mūrinis,,60,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-isnuomojamas-butas-name-kuris-greitu-laiku-4-935339/,1.0,9.0,,310,1.0,,,,Mūrinis,,21,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-naujamiestyje-kauno-g-naujos-statybos-name-4-935333/,2.0,5.0,,440,1.0,2017.0,,,Monolitinis,,27,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-naujamiestyje-kauno-g-naujos-statybos-name-4-935333/,2.0,5.0,,440,1.0,2017.0,,,Monolitinis,,27,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-k-vanagelio-g-4-931763/,3.0,3.0,,460,3.0,1963.0,7,,Mūrinis,,52,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-grudu-g-nuomojame-54-m-studijos-tipo-buta-didele-4-931751/,1.0,2.0,,400,1.0,2010.0,36,,Mūrinis,,54,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-isnuomojamas-visiskai-naujai-suremontuotas-4-922071/,4.0,4.0,,450,1.0,1912.0,29,,Mūrinis,,25,,,,"Elektra, kietu kuru"
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-pamenkalnio-g-isnuomojamas-2-k-butas-vilniaus-miesto-4-931735/,1.0,3.0,1,650,2.0,1900.0,4,,Mūrinis,,50,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kovo-11-osios-g-isnuomojamas-jaukus-sviesus-2-kambariu-butas-4-931675/,5.0,5.0,,350,2.0,1975.0,27,,Mūrinis,,50,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-filaretu-g-nuomojamas-skoningai-ir-kokybiskai-irengtas-4-799033/,2.0,5.0,,470,2.0,1986.0,42,,Mūrinis,,54,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-rugiu-g-nuomojamas-butas-vilniuje-butas-2-kambariu-4-931613/,4.0,11.0,,420,2.0,2002.0,18,,Mūrinis,,"59,45",,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-nuo-2019-09-01-nuomojamas-prabangiai-irengtas-4-918567/,3.0,4.0,,600,1.0,2010.0,10,,Mūrinis,,55,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-naujai-irengtas-stilingas-butas-salia-centro-4-864859/,4.0,5.0,,600,3.0,1961.0,,,Blokinis,,60,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
