Adresas,security,floor,total_floor_num,rent_price,room_num,year_full,Papildoma įranga:,Papildomos patalpos:,house_type,area,general,heating,year,year_renovation,floors_from_top,top_floor,district,Internetas,Nauja elektros instaliacija,Kabelinė televizija,Uždaras kiemas,Virtuvė sujungta,Tualetas ir vonia atskirai,Aukštos lubos,Nauja kanalizacija,Šarvuotos durys,Kodinė laiptinės spyna,Signalizacija,Videokameros,Budintis sargas
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-ypac-ekonomiskas-labai-tvarkingas-4-951415/,"Šarvuotos durys
Kodinė laiptinės spyna",8.0,9.0,300,1.0,1980,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",,Blokinis,21.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1980,,1.0,0,naujamiestyje,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-gudeliuose-m-mironaites-g-gudeliu-sile-mironaites-g-nuomojamas-4-951409/,Kodinė laiptinės spyna,5.0,6.0,430,2.0,2011,"Su baldais
Skalbimo mašina",Balkonas,Mūrinis,51.84,"Internetas
Virtuvė sujungta su kambariu
Kabelinė televizija",Centrinis kolektorinis,2011,,1.0,0,,1.0,,1.0,,1.0,,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-tvarkingas-jaukus-ir-siltas-4-951391/,Kodinė laiptinės spyna,4.0,9.0,230,1.0,1976,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,35.0,"Internetas
Kabelinė televizija",Centrinis,1976,,5.0,0,lazdynuose,1.0,,1.0,,,,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-nera-jokiu-agenturos-mokesciu-isnuomojamas-4-951381/,Kodinė laiptinės spyna,2.0,3.0,550,2.0,2004,"Su baldais
Skalbimo mašina
Vonia",,Mūrinis,44.4,"Internetas
Aukštos lubos
Virtuvė sujungta su kambariu
Kabelinė televizija",Centrinis,2004,,1.0,0,senamiestyje,1.0,,1.0,,1.0,,1.0,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g--jokiu-tarpininkavimo-mokesciu-butas-4-951373/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",7.0,9.0,649,3.0,2012,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina",Balkonas,Mūrinis,62.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija",Centrinis kolektorinis,2012,,2.0,0,naujamiestyje,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jono-kazlausko-g-nuomojamas-tvarkingas-jaukus-ekonomiskas-2-4-951371/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,3.0,430,2.0,1992,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Vieta automobiliui,Mūrinis,80.0,"Atskiras įėjimas
Internetas
Kabelinė televizija",Centrinis,1992,,1.0,0,baltupiuose,1.0,,1.0,,,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-labdariu-g-isnuomojamas-3-kambariu-60-kvm-naujai-4-951355/,None,4.0,4.0,1200,3.0,2019,,,Mūrinis,60.0,None,Centrinis kolektorinis,2019,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-apkasu-g-nuomojamas-labai-jaukus-erdvus-ir-stilingas-4-951315/,None,2.0,5.0,400,1.0,1965,,,Mūrinis,29.0,None,Centrinis,1965,,3.0,0,siaures-miestelyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-nuomojamas-labai-jaukus-erdvus-ir-stilingas-4-951313/,None,2.0,9.0,850,2.0,2008,,,Mūrinis,78.0,None,Centrinis kolektorinis,2008,,7.0,0,snipiskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-isnuomojamas-geras-3-kambariu-butas-centre-4-947157/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros
Budintis sargas",2.0,9.0,850,2.0,2008,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina
Vonia","Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,78.0,"Aukštos lubos
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2008,,7.0,0,snipiskese,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-juozapaviciaus-g-isnuomojamas-3-kambariu-jaukiai-irengtas-4-948871/,"Šarvuotos durys
Signalizacija
Budintis sargas
Videokameros
Kodinė laiptinės spyna",2.0,9.0,850,3.0,2008,"Su baldais
Kondicionierius
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina
Vonia","Vieta automobiliui
Terasa",Mūrinis,78.0,"Internetas
Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Kabelinė televizija","Centrinis, centrinis kolektorinis",2008,,7.0,0,senamiestyje,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuomojamas-jaukus-dvieju-kambariu-butas-4-951309/,None,2.0,3.0,420,2.0,2007,,,Mūrinis,43.0,None,Centrinis kolektorinis,2007,,1.0,0,santariskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojamas-1-kambario-bendrabucio-tipo-butas-4-951307/,None,3.0,5.0,170,1.0,1978,,,Mūrinis,19.0,None,Centrinis,1978,,2.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-tvarkingas-2-kambariu-butas-4-951303/,None,3.0,5.0,380,2.0,1967,,,Blokinis,46.0,None,Centrinis,1967,,2.0,0,zirmunuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-3k-butas-vilniaus-senamiestyje-4-951289/,None,3.0,4.0,1000,3.0,"2003 statyba, 2003 renovacija",,,Mūrinis,70.0,None,Centrinis kolektorinis,2003,2003.0,1.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-tilto-g-strategiskai-patogioje-vietoje-centre-tilto-4-951285/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,3.0,500,3.0,1945,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina",Vieta automobiliui,Mūrinis,42.0,"Atskiras įėjimas
Aukštos lubos
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis,1945,,1.0,0,senamiestyje,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-sopeno-g-nuomojamas-vieno-kambario-butas-su-bendro-4-951279/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,3.0,190,1.0,1975,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",Vieta automobiliui,Mūrinis,25.0,"Aukštos lubos
Tualetas ir vonia atskirai
Uždaras kiemas
Internetas",Centrinis,1975,,2.0,0,naujamiestyje,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-visai-naujai-ir-pilnai-irengtas-4-951273/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,5.0,340,1.0,1985,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",,Mūrinis,20.0,"Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis,1985,,3.0,0,naujamiestyje,1.0,,1.0,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuomojamas-2-ju-kambariu-butas-senamiestyje-4-951263/,None,2.0,4.0,1000,2.0,2001,,,Mūrinis,69.42,None,Centrinis kolektorinis,2001,,2.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-apkasu-g-snipiskese-apkasu-g-isnuomojamas-sviesus-4-951261/,None,3.0,4.0,179,1.0,1979,,,Mūrinis,17.0,None,"Centrinis, elektra",1979,,1.0,0,snipiskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-gudeliuose-m-mironaites-g-nuomojamas-2-kamb-butas-su-liftu-vilniuje-4-951257/,None,4.0,6.0,470,2.0,2008,,,Mūrinis,47.0,None,Centrinis kolektorinis,2008,,2.0,0,,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-juozo-balcikonio-g-jaukus-1-k-butas-su-parkingu25-kvm-terasa-4-951253/,None,1.0,5.0,400,1.0,2010,,,Mūrinis,35.0,None,Centrinis kolektorinis,2010,,4.0,0,siaures-miestelyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-juozo-balcikonio-g-jaukus-1-k-butas-su-parkingu25-kvm-terasa-4-948231/,None,1.0,5.0,400,1.0,2010,,,Mūrinis,35.0,None,Centrinis kolektorinis,2010,,4.0,0,zirmunuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-jaukus-1-k-butas-su-parkingu25-kvm-terasa-4-948229/,None,1.0,5.0,400,1.0,2010,,,Mūrinis,35.0,None,Centrinis kolektorinis,2010,,4.0,0,baltupiuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-nuomojamas-sviesus-ir-jaukus-50-m-2-k-butas-4-951241/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,5.0,330,2.0,1996,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia","Sandėliukas
Balkonas
Rūsys",Blokinis,50.0,Tualetas ir vonia atskirai,Centrinis,1996,,4.0,0,justiniskese,,,,,,1.0,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuomojamas-1-kamb-butas-vilniuje-zirmunai-4-951237/,Kodinė laiptinės spyna,5.0,5.0,250,1.0,1968,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",,Blokinis,33.0,Tualetas ir vonia atskirai,Centrinis,1968,,0.0,1,zirmunuose,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-varpu-g-isnuomojamas-1-kambario-butas-bendras-plotas-4-951207/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,5.0,350,1.0,1992,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Mūrinis,33.26,"Internetas
Kabelinė televizija",Centrinis,1992,,0.0,1,senamiestyje,1.0,,1.0,,,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-isnuomojamas-itin-jaukus-vieno-kambario-4-951203/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,2.0,550,1.0,1940,"Su baldais
Skalbimo mašina",,Mūrinis,37.0,Aukštos lubos,Elektra,1940,,0.0,1,senamiestyje,,,,,,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-nuomojami-dizainerio-irengtas-prabangus-2-4-951193/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros
Budintis sargas",1.0,3.0,770,2.0,2016,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Vieta automobiliui
Drabužinė",Mūrinis,52.0,"Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Dujinis,2016,,2.0,0,senamiestyje,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-m-mironaites-g-strategiskai-patogioje-vietoje-mironaites-g-4-951183/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros
Budintis sargas",4.0,6.0,500,2.0,2008,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia","Balkonas
Vieta automobiliui",Mūrinis,51.0,"Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2008,,2.0,0,lazdyneliuose,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kazio-ulvydo-g-pilnai-irengtas-3-kambariu-butas-ozo-parke-4-951175/,"Šarvuotos durys
Kodinė laiptinės spyna",4.0,5.0,600,3.0,2015,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Dušo kabina","Sandėliukas
Balkonas
Rūsys
Vieta automobiliui",Mūrinis,62.0,"Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2015,,1.0,0,baltupiuose,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kazio-ulvydo-g-pilnai-irengtas-3-kambariu-butas-ozo-parke-4-950591/,"Šarvuotos durys
Kodinė laiptinės spyna",4.0,5.0,600,3.0,2015,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Dušo kabina","Sandėliukas
Balkonas
Vieta automobiliui",Mūrinis,62.0,"Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2015,,1.0,0,zirmunuose,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kreivasis-skg-isnuomojamas-naujai-irengtas-3-k-65-kvm-4-951163/,None,2.0,4.0,800,3.0,2017,,,Mūrinis,65.0,None,Centrinis kolektorinis,2017,,2.0,0,uzupyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-nuomojamas-itin-sviesus-ir-jaukus-pacioje-4-951155/,None,3.0,3.0,850,2.0,2005,,,Mūrinis,66.0,None,Dujinis,2005,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-ateities-g-nuomojamas-naujas-ka-tik-irengtas-triju-4-951153/,None,4.0,8.0,684,3.0,2017,,,Mūrinis,65.0,None,Centrinis kolektorinis,2017,,4.0,0,baltupiuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-ateities-g-nuomojamas-dvieju-kambariu-butas-baltupiuose-4-951151/,None,4.0,8.0,574,2.0,2017,,,Mūrinis,60.0,None,Centrinis kolektorinis,2017,,4.0,0,baltupiuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-ateities-g-nuomojamas-3-kambariu-butas-baltupiuose-4-951217/,None,4.0,8.0,844,3.0,2017,,,Mūrinis,90.0,None,Centrinis kolektorinis,2017,,4.0,0,baltupiuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-butu-nuoma-vilniuje-savanoriu-pr-su-visais-4-951143/,None,4.0,9.0,240,1.0,1974,,,Blokinis,30.0,None,Centrinis,1974,,5.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-juozapaviciaus-g-nuomojamas-tvarkingas-dvieju-kambariu-butas-4-951137/,None,3.0,10.0,600,2.0,2010,,,Monolitinis,61.0,None,Centrinis kolektorinis,2010,,7.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-nuomojamas-isskirtinis-nestandartinis-2-4-951083/,None,1.0,3.0,1250,2.0,2016,,,Mūrinis,52.0,None,Centrinis kolektorinis,2016,,2.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-isnuomojamas-stilingas-2-k-butas-miesto-4-950775/,None,1.0,3.0,1250,2.0,2016,,,Mūrinis,52.0,None,Centrinis,2016,,2.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-gedvydziu-g-isnuomojamas-2k-butas-butas-patogiai-4-951071/,"Šarvuotos durys
Kodinė laiptinės spyna",8.0,9.0,280,2.0,1985,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Vonia","Sandėliukas
Balkonas
Drabužinė",Blokinis,51.0,"Tualetas ir vonia atskirai
Internetas
Kabelinė televizija",Centrinis,1985,,1.0,0,fabijoniskese,1.0,,1.0,,,1.0,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-gedvydziu-g-nuomojamas-jaukus-dvieju-kambariu-butas-4-951005/,None,8.0,9.0,280,2.0,1999,,,Mūrinis,51.0,None,Centrinis,1999,,1.0,0,fabijoniskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-isnuomojamas-vieno-kambario-irengtas-butas-4-951067/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,5.0,280,1.0,1985,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Drabužinė,Mūrinis,22.0,"Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1985,,2.0,0,naujininkuose,1.0,1.0,1.0,,,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-rato-g-nuomojamas-naujai-suremontuoas-2-kambariu-4-951057/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",1.0,3.0,580,2.0,2019,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina",Terasa,Mūrinis,43.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu","Centrinis kolektorinis, dujinis",2019,,2.0,0,valakampiuose,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-s-skapo-g-isnuomojamas-itin-sviesus-2-ju-kambariu-butas-4-936885/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,3.0,550,2.0,1914,"Židinys
Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Balkonas
Vieta automobiliui",Mūrinis,52.0,"Uždaras kiemas
Internetas
Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Kabelinė televizija",Kita,1914,,1.0,0,senamiestyje,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-s-skapo-g-tiesiai-is-seimininku-nuomojamas-jaukus-4-930155/,Kodinė laiptinės spyna,2.0,3.0,570,2.0,1914,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Židinys
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina","Balkonas
Vieta automobiliui",Mūrinis,52.0,"Atskiras įėjimas
Aukštos lubos
Nauja kanalizacija
Uždaras kiemas
Virtuvė sujungta su kambariu","Elektra, kietu kuru",1914,,1.0,0,senamiestyje,,,,1.0,1.0,,1.0,1.0,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-s-skapo-g-jaukus-ir-sviesus-butas-su-visais-baldais-ir-4-948753/,Šarvuotos durys,2.0,3.0,550,2.0,1914,"Skalbimo mašina
Su baldais
Šaldytuvas
Židinys
Dušo kabina",Vieta automobiliui,Mūrinis,52.0,"Uždaras kiemas
Internetas
Virtuvė sujungta su kambariu",Elektra,1914,,1.0,0,senamiestyje,1.0,,,1.0,1.0,,,,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g--jokiu-tarpininkavimo-mokesciu-4-951027/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,4.0,649,3.0,1912,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Dušo kabina","Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,57.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Virtuvė sujungta su kambariu",Dujinis,1912,,2.0,0,senamiestyje,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-nuomojamas-dvieju-kambariu-butas-jeruzaleje-4-951011/,None,2.0,9.0,380,2.0,1992,,,Mūrinis,51.0,None,Centrinis,1992,,7.0,0,jeruzaleje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-isnuomojamas-dveju-kambariu-butas-jonazoliu-g-4-951003/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",4.0,6.0,500,2.0,2008,"Skalbimo mašina
Su baldais
Šaldytuvas
Viryklė
Indaplovė",Balkonas,Mūrinis,67.0,"Tualetas ir vonia atskirai
Internetas
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2008,,2.0,0,lazdyneliuose,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-dariaus-ir-gireno-g-nuomojamas-suremontuotas-sviesus-siltas-1-4-950991/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,5.0,230,1.0,1977,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai",Balkonas,Mūrinis,18.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis,1977,,3.0,0,naujininkuose,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-seskines-g-vilnius-is-50-metru-aukscio-unikalus-4-950977/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",16.0,16.0,1000,4.0,2005,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina","Balkonas
Terasa
Vieta automobiliui",Mūrinis,140.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2005,,0.0,1,zveryne,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-suremontuotu-butu-nuoma-pasilaiciuose-1-vieno-4-950935/,None,4.0,5.0,350,1.0,2009,,,Mūrinis,39.0,None,Centrinis,2009,,1.0,0,pasilaiciuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-krokuvos-g-nuomojamas-3-kambariu-butas-vilniaus-centre-4-950921/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",8.0,11.0,799,3.0,2002,"Su baldais
Skalbimo mašina
Vonia",Balkonas,Mūrinis,85.0,"Internetas
Virtuvė sujungta su kambariu
Kabelinė televizija",Centrinis kolektorinis,2002,,3.0,0,snipiskese,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-isnuomojamas-3-kambariu-69-kvm-butas-4-950913/,None,3.0,4.0,850,3.0,2014,,,Mūrinis,69.0,None,Centrinis kolektorinis,2014,,1.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-isnuomojamas-2-ju-k-51-kv-m-butas-4-950909/,None,8.0,9.0,340,2.0,1976,,,Blokinis,51.0,None,Centrinis,1976,,1.0,0,pasilaiciuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-suremontuotu-butu-nuoma-naujamiestyje-2-4-950907/,None,5.0,5.0,520,2.0,2009,,,Mūrinis,72.0,None,Elektra,2009,,0.0,1,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-nuomojamas-jaukus-triju-kambariu-butas-4-950903/,None,2.0,5.0,390,3.0,1978,,,Mūrinis,67.0,None,Centrinis,1978,,3.0,0,naujininkuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-savanoriu-pr-isnuomojamas-4-kambariu-113-kvm-butas-4-950869/,None,11.0,27.0,1250,4.0,2004,,,Monolitinis,113.0,None,Centrinis,2004,,16.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-isnuomojamas-naujai-irengtas-senamiescio-4-950859/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros",2.0,4.0,1200,3.0,2010,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina",,Mūrinis,72.4,"Aukštos lubos
Tualetas ir vonia atskirai
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2010,,2.0,0,senamiestyje,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
