Adresas,floor,total_floor_num,rent_price,room_num,year_full,house_type,area,heating,year,year_renovation,top_floor,oldtown,district
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-butas-atsilaisvins-nuo-spalio-6-d-4-866609/,2.0,4.0,315,1.0,1958,Mūrinis,18.0,Centrinis,1958,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-centrineje-sostines-dalyje-seimyniskiu-g21-4-933897/,3.0,6.0,470,2.0,2006,Mūrinis,40.0,Centrinis kolektorinis,2006,,0,0.0,snipiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kedru-g-pries-5-m-padarytas-kapitalinis-remontas-4-846587/,5.0,5.0,380,2.0,1963,Mūrinis,34.0,Centrinis,1963,,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-isnuomojamas-erdvus-vieno-kambario-butas-prie-4-929125/,2.0,2.0,600,1.0,1940,Mūrinis,63.0,Dujinis,1940,,1,0.0,uzupyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-nuomojamas-tvarkingas-ir-jaukus-1-kambario-4-936057/,2.0,8.0,175,1.0,1990,Mūrinis,20.0,Dujinis,1990,,0,0.0,naujojoje-vilnioje
https://www.aruodas.lt/butu-nuoma-vilniuje-tarandeje-putiniskiu-g-isnuomojamas-jaukus-sviesus-erdvus-25-m2-4-936403/,2.0,2.0,155,1.0,2000,Mūrinis,25.0,Dujinis,2000,,1,0.0,tarandeje
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-sporto-g-nuomojamas-jaukus-ir-modernus-dvieju-4-935015/,6.0,6.0,750,2.0,2003,Mūrinis,69.75,Dujinis,2003,,1,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-isnuomojamas-tvarkingas-1-kambario-butas-4-930567/,3.0,9.0,270,1.0,1980,Blokinis,36.0,Centrinis,1980,,0,0.0,seskineje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-gostauto-g-isnuomojamas-aristokratiskas-erdvus-ir-4-915037/,2.0,5.0,650,2.0,1950,Mūrinis,54.0,Centrinis,1950,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-4-414969/,4.0,4.0,250,1.0,1960,Mūrinis,16.0,Centrinis,1960,,1,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-prestiziniame-zveryno-rajone-nuomojami-4-838077/,5.0,6.0,970,3.0,2002,Mūrinis,106.0,Elektra,2002,,0,0.0,zveryne
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-isnuomojame-buta-lofta-senamiestyje-salia-4-933469/,2.0,4.0,490,2.0,"1940 statyba, 2014 renovacija",Mūrinis,32.0,Dujinis,1940,2014.0,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-3-ju-kambariu-butas-pilaites-4-933391/,3.0,5.0,410,3.0,1991,Blokinis,68.0,Centrinis,1991,,0,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-grybautoju-g-nuo-2019-m-rugsejo-15-d-iki-2020-m-4-482244/,2.0,2.0,650,3.0,2004,Mūrinis,80.0,Dujinis,2004,,1,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-nuomojamas-dvieju-kambariu-butas-adresu-4-820483/,4.0,7.0,430,2.0,2009,Mūrinis,66.0,Centrinis kolektorinis,2009,,0,0.0,snipiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-nestandartinis-1k-butas-4-848611/,1.0,5.0,300,1.0,1968,Blokinis,36.0,Centrinis,1968,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-nuo-rugsejo-30-d-nuomojamas-naujai-irengtas-4-933255/,11.0,12.0,580,2.0,"1969 statyba, 2016 renovacija",Mūrinis,39.0,,1969,2016.0,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-jaunimo-skg-isnuomojamas-tik-ka-po-remonto-sviesus-4-933239/,1.0,5.0,220,1.0,1975,Mūrinis,18.0,Centrinis,1975,,0,0.0,grigiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-fiziku-g-isnuomojamas-puikiai-irengtas-2-kambariu-4-237772/,8.0,9.0,370,2.0,2008,Monolitinis,42.0,Centrinis kolektorinis,2008,,0,0.0,santariskese
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-priegliaus-g-isnuomojamas-jaukus-isskirtinis-studijos-4-803875/,8.0,9.0,400,1.0,2015,Blokinis,33.0,Centrinis,2015,,0,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-mazas-butukas-netoli-rotuses-senamiestyje-4-933151/,1.0,2.0,290,1.0,1940,Mūrinis,16.0,"Elektra, kietu kuru",1940,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-simonaitytes-g--jaukus-erdvus-naujos-statybos-butas-4-933147/,4.0,4.0,480,2.0,2015,Blokinis,63.0,Centrinis kolektorinis,2015,,1,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-jaunimo-skg-isnuomojamas-jaukus-ir-sviesus-1-k-butas-4-936609/,4.0,5.0,240,1.0,1971,Mūrinis,30.0,Centrinis,1971,,0,0.0,grigiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-juodkrantes-g-isnuomojamas-gerai-priziuretas-butas-su-4-933035/,3.0,4.0,335,1.0,2008,Mūrinis,35.0,,2008,,0,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuojamas-2-nepereinamu-kambariu-butas-50m2-4-932979/,5.0,5.0,350,2.0,1985,Blokinis,50.0,Centrinis,1985,,1,0.0,snipiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-rinktines-g-3-ju-kambariu-butas-zirmunuose-rinktines-g-4-932949/,5.0,9.0,550,3.0,1977,Blokinis,63.94,Centrinis,1977,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zygio-g-su-virtuves-ir-vonios-baldais-ir-buitine-4-932517/,7.0,9.0,460,2.0,2009,Mūrinis,49.0,Centrinis,2009,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-isnuomojamas-3-kambariu-butas-su-dideliu-4-936489/,7.0,7.0,650,3.0,2005,Mūrinis,90.0,Centrinis kolektorinis,2005,,1,0.0,siaures-miestelyje
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-butas-beveik-naujas-gyventa-tik-6-menesius-4-936439/,3.0,5.0,550,2.0,2017,Mūrinis,45.0,Centrinis kolektorinis,2017,,0,0.0,snipiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kazliskiu-g-isnuomojamas-2-kambariu-butas-4544-kvm-4-928275/,2.0,5.0,400,2.0,1969,Mūrinis,45.44,Centrinis,1969,,0,0.0,snipiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-odminiu-g-be-tarpininku-ilgesniam-laikui-nuo-spalio-1d-4-783399/,3.0,3.0,900,3.0,1940,Mūrinis,100.0,"Elektra, geoterminis, kietu kuru, kita",1940,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-krivules-g-gerb-nt-agentai-prasome-nesiulyti-savo-4-751589/,5.0,5.0,730,2.0,2016,Mūrinis,66.0,Dujinis,2016,,1,0.0,uzupyje
https://www.aruodas.lt/butu-nuoma-vilniuje-balsiuose-verkiu-rieses-g-isnuomojamas-vienas-kambarisnuosavame-name-4-789887/,2.0,2.0,180,1.0,2000,Mūrinis,20.0,Kietu kuru,2000,,1,0.0,balsiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-pilaites-pr-irengtas-naujas-butas-nuosavu-2018-m-kotedzu-4-932633/,1.0,3.0,400,1.0,2018,Mūrinis,35.0,Dujinis,2018,,0,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-isnuomojamas-2-kambariu-37-m3-bendro-ploto-4-932615/,4.0,9.0,420,2.0,2018,Monolitinis,37.0,Centrinis kolektorinis,2018,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-nuo-spalio-men-isnuomojamas-3k-butas-su-4-932561/,4.0,9.0,550,3.0,2008,Mūrinis,80.0,Centrinis kolektorinis,2008,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-trinapolio-g-isnuomojamas-butas-trinapolio-gatveje-4-743335/,7.0,11.0,500,3.0,2007,Monolitinis,75.0,Centrinis kolektorinis,2007,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-isnuomojamas-2-u-kambariu-butas-laisves-pr-4-932549/,4.0,6.0,280,2.0,"1991 statyba, 2001 renovacija",Mūrinis,42.0,Centrinis,1991,2001.0,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-projektas-svitrigailos-namai-studijos-tipo-4-930651/,1.0,7.0,550,1.0,2016,Mūrinis,30.0,Centrinis kolektorinis,2016,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-justiniskiu-g-isnuomojamas-nuo-gruodzio-1-d-puikus-4-578957/,1.0,6.0,450,2.0,2007,Mūrinis,56.0,Centrinis kolektorinis,2007,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kaukysos-g-isnuomojmas-erdvus-taciau-ekonomiskas-4-914467/,4.0,6.0,560,2.0,2012,Mūrinis,50.15,Centrinis kolektorinis,2012,,0,0.0,uzupyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-aguonu-g-isnuomojamas-studijos-tipo-36-kvm-butas-4-935995/,3.0,4.0,550,1.0,1940,Mūrinis,36.0,Elektra,1940,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-isnuomojamas-jaukus-siuolaikiskai-4-935949/,4.0,4.0,450,2.0,1960,Mūrinis,40.0,Centrinis,1960,,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-nuomojame-isskirtini-lofta-kauno-g-4-932481/,4.0,4.0,650,2.0,2015,Mūrinis,44.0,Aeroterminis,2015,,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuomojamas-dvieju-kambariu-butas-traku-4-932477/,2.0,2.0,800,2.0,1940,Mūrinis,37.4,Dujinis,1940,,1,1.0,traku
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-nuomojamas-20-kvm-kambarys-3-kambariu-bute-4-922981/,1.0,3.0,280,3.0,1915,Mūrinis,20.0,Centrinis,1915,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-sviliskiu-g-irengimas-sviesus-ir-erdvus-butas-4-932451/,5.0,5.0,410,2.0,2008,Mūrinis,55.0,Centrinis kolektorinis,2008,,1,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuo-2019-10-01-isnuomojamas-jaukus-4-935753/,1.0,2.0,670,2.0,1940,Mūrinis,49.0,Dujinis,1940,,0,1.0,traku
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomuojamas-2k-butas-antakalnyje-lokacija-4-935743/,4.0,5.0,340,2.0,1962,Mūrinis,43.0,Centrinis,1962,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-studio-tipo-butas-algirdo-g-naujamiestyje-4-932401/,1.0,5.0,340,1.0,1967,Mūrinis,21.0,Centrinis,1967,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-elniakampio-g-nuomuojamas-jaukus-siuolaikiskai-irengtas-4-594343/,2.0,3.0,650,2.0,2012,Mūrinis,55.0,Dujinis,2012,,0,0.0,valakampiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-volunges-g-isnuomojamas-2-aukste-muriniame-name-4-932373/,2.0,5.0,420,2.0,1974,Mūrinis,52.0,Centrinis,1974,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-butas-laisvas-dabar-pilnai-irengtas-su-4-935659/,4.0,16.0,550,2.0,2006,Blokinis,58.0,Centrinis kolektorinis,2006,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-butas-tvarkingas-su-baldais-ir-buitine-4-935657/,4.0,5.0,320,1.0,1978,Mūrinis,34.0,Centrinis,1978,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-nuomojamas-tvarkingas-patogiai-irengtas-ir-4-935285/,7.0,9.0,450,3.0,1982,Blokinis,67.0,Centrinis,1982,,0,0.0,seskineje
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuoma-pozeminis-parkingas-50-atskirai-be-buto-4-919305/,1.0,9.0,600,2.0,2015,Mūrinis,55.0,Centrinis kolektorinis,2015,,0,0.0,fabijoniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-nuomojamas-dvieju-kambariu-butas-su-baldais-4-935641/,5.0,5.0,320,2.0,1960,Mūrinis,42.0,Centrinis,1960,,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-algirdo-g-renovuotas-butas-vilniaus-centre-mazos-4-866947/,4.0,5.0,450,2.0,1965,Mūrinis,32.0,Centrinis,1965,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-slamuciu-g-15-kamb-butas-jaukus-ir-siuolaikiskas-9-4-935625/,1.0,3.0,350,2.0,2014,Mūrinis,30.0,Dujinis,2014,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-visiskai-naujai-irengtas-butas-4-932187/,3.0,5.0,460,2.0,"1965 statyba, 2008 renovacija",Mūrinis,45.0,Centrinis,1965,2008.0,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-jaukus-dvieju-kambariu-butas-su-balkonu-salia-4-935575/,6.0,16.0,500,2.0,2004,Mūrinis,64.0,,2004,,0,0.0,baltupiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-budiniskiu-g-nuomojamas-a-klases-energetines-klases-1-4-932091/,5.0,7.0,395,1.0,2019,Mūrinis,30.0,Centrinis kolektorinis,2019,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-butas-isnuomojamas-tik-ilgalaikei-nuomai-4-927323/,7.0,16.0,430,2.0,2007,Blokinis,59.0,Centrinis,2007,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-nuo-2019-metu-spalio-6-d-nuomojamas-3-4-826131/,1.0,3.0,580,3.0,1958,Mūrinis,58.0,Dujinis,1958,,0,1.0,traku
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-ilgalaikei-nuomai-siulomas-elegantiskas-4-932041/,9.0,9.0,420,2.0,1988,Blokinis,52.0,Centrinis,1988,,1,0.0,fabijoniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-turniskiu-g-be-tarpininku-isnuomojamas-naujai-stilingai-4-932001/,2.0,3.0,590,2.0,2017,Kita,48.0,Geoterminis,2017,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rudninku-g-puikiai-irengtas-naujai-suremontuotas-dvieju-4-918629/,3.0,3.0,790,2.0,1914,Mūrinis,62.0,Dujinis,1914,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-isnuomojas-mikroloftas-naujamiestyje-bute-4-935473/,4.0,4.0,450,2.0,"1968 statyba, 2014 renovacija",Blokinis,27.0,Elektra,1968,2014.0,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-isnuomojamas-erdvus-siltas-ir-sviesus-70-kv-4-931943/,9.0,9.0,480,3.0,1995,Blokinis,70.0,Centrinis,1995,,1,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-pilnai-irengtas-2k-52-m2-butas-pusu-terasose-4-608271/,5.0,7.0,520,2.0,2016,Mūrinis,47.0,,2016,,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-nemencines-pl-nuomojamas-109-kvm-3-aukstu-kotedzas-4-931883/,2.0,2.0,870,3.0,2006,Mūrinis,109.0,Dujinis,2006,,1,0.0,valakampiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-puikiai-irengtas-dvieju-4-926717/,4.0,5.0,800,2.0,2011,Mūrinis,60.0,Centrinis,2011,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-isnuomojamas-butas-name-kuris-greitu-laiku-4-935339/,1.0,9.0,310,1.0,"1968 statyba, 2019 renovacija",Mūrinis,21.0,Centrinis,1968,2019.0,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-naujamiestyje-kauno-g-naujos-statybos-name-4-935333/,2.0,5.0,440,1.0,2017,Monolitinis,27.0,Centrinis,2017,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-k-vanagelio-g-4-931763/,3.0,3.0,460,3.0,1963,Mūrinis,52.0,Centrinis,1963,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-grudu-g-nuomojame-54-m-studijos-tipo-buta-didele-4-931751/,1.0,2.0,400,1.0,2010,Mūrinis,54.0,Dujinis,2010,,0,0.0,pavilnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-isnuomojamas-visiskai-naujai-suremontuotas-4-922071/,4.0,4.0,450,1.0,1912,Mūrinis,25.0,"Elektra, kietu kuru",1912,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kovo-11-osios-g-isnuomojamas-jaukus-sviesus-2-kambariu-butas-4-931675/,5.0,5.0,350,2.0,1975,Mūrinis,50.0,Centrinis,1975,,1,0.0,grigiskese
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-rugiu-g-nuomojamas-butas-vilniuje-butas-2-kambariu-4-931613/,4.0,11.0,420,2.0,2002,Mūrinis,59.45,Centrinis,2002,,0,0.0,baltupiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-nuo-2019-09-01-nuomojamas-prabangiai-irengtas-4-918567/,3.0,4.0,600,1.0,2010,Mūrinis,55.0,Centrinis kolektorinis,2010,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-naujai-irengtas-stilingas-butas-salia-centro-4-864859/,4.0,5.0,600,3.0,1961,Blokinis,60.0,Centrinis,1961,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-latako-g-2k-gerai-irengtas-butas-senamiestyje-1k-4-755553/,1.0,2.0,600,2.0,1987,Mūrinis,45.0,"Centrinis, centrinis kolektorinis, elektra",1987,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-verkiu-g-atsilaisvina-spalio-1-d-apziureti-galima-nuo-4-443897/,2.0,5.0,350,1.0,1981,Mūrinis,38.0,,1981,,0,0.0,siaures-miestelyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-naujai-irengtas-jaukus-ir-siltas-4-916009/,2.0,9.0,300,1.0,1969,Blokinis,29.0,Centrinis,1969,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-nuomojamas-irengtas-tryju-kambariu-butas-su-4-934981/,4.0,9.0,526,3.0,2007,Mūrinis,74.0,Centrinis kolektorinis,2007,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-varpu-g-vilnius-uzupis-varpu-g-2-kambariu-buto-4-931247/,1.0,4.0,350,2.0,1981,Mūrinis,46.0,Centrinis,1981,,0,0.0,uzupyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-nuomojamas-sviesus-ir-jaukus-2-kambariu-butas-4-931153/,5.0,7.0,450,2.0,1999,Mūrinis,79.0,Elektra,1999,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-j-jasinskio-g-nuomojamas-2-kamb-jaukus-ir-sviesus-butas-4-931133/,4.0,5.0,520,2.0,1956,Mūrinis,57.0,,1956,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-be-tarpininku-isnuomojamas-2-izoliuotu-4-931135/,2.0,5.0,399,2.0,1981,Blokinis,48.0,Centrinis,1981,,0,0.0,zirmunuose
https://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kel-isnuojamas-butas-bajoru-gyvenvieteje-4-934839/,1.0,6.0,350,1.0,2014,Mūrinis,39.0,,2014,,0,0.0,bajoruose
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vasario-16-osios-g-isnuomojamas-2-kambariu-labai-jaukus-sviesus-4-930343/,4.0,5.0,590,2.0,1960,Mūrinis,59.0,Centrinis,1960,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-butas-sviesus-ir-siltas-buto-ir-karsto-4-930921/,3.0,6.0,450,2.0,2000,Mūrinis,45.0,Dujinis,2000,,0,0.0,pasilaiciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-geliu-g-isnuomojamas-jaukus-3-k-butas-aukstomis-4-934305/,4.0,4.0,590,3.0,1940,Mūrinis,47.61,Dujinis,1940,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-geliu-g-isnuomojama-jaukus-2-k-butas-aukstomis-4-934309/,4.0,4.0,540,2.0,1940,Mūrinis,54.69,Dujinis,1940,,1,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-erdvus-sviesus-ir-unikaliai-irengtas-loftas-4-930881/,3.0,5.0,700,2.0,2010,Kita,74.0,,2010,,0,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-vieno-kambario-butas-su-virtuve-ir-stiklintu-4-930787/,5.0,5.0,300,1.0,1980,Blokinis,40.0,Centrinis,1980,,1,0.0,justiniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-simonaitytes-g-naujai-irengtas-erdvus-1k-studio-tipo-butas-4-834985/,1.0,4.0,380,1.0,2015,Kita,37.0,,2015,,0,0.0,pilaiteje
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-isnuomoju-jauku-2k-buta-vilniaus-4-868701/,2.0,7.0,570,1.0,2017,Mūrinis,30.0,Centrinis,2017,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuo-spalio-men-1-d-isnuomojamas-1-kambario-4-934615/,5.0,5.0,300,1.0,1986,Blokinis,36.0,Centrinis,1986,,1,0.0,justiniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-justiniskiu-g-isnuomojamas-4-kambariu-butas-virsuliskese-4-4-779639/,4.0,5.0,400,4.0,1979,Blokinis,78.0,Centrinis,1979,,0,0.0,virsuliskese
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-isnuomojamas-1-kambario-butas-su-baldais-ir-4-934563/,4.0,5.0,280,1.0,1986,Blokinis,36.0,Centrinis,1986,,0,0.0,justiniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-isnuomojamas-1-kambario-butas-fabijoniskese-4-797281/,14.0,16.0,290,1.0,1987,Monolitinis,40.0,Centrinis,1987,,0,0.0,fabijoniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-butas-laisvas-nuo-spalio-1d-praeitais-4-930609/,2.0,10.0,320,1.0,"1988 statyba, 2018 renovacija",Mūrinis,35.0,,1988,2018.0,0,0.0,antakalnyje
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-be-tarpininku-centre-nebrangiai-2k-butas-4-930599/,5.0,5.0,400,2.0,1985,Mūrinis,35.0,Centrinis,1985,,1,0.0,naujamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-pati-patogiausia-busto-lokacija-cia-pat-4-930475/,1.0,5.0,340,1.0,1994,Mūrinis,37.0,Centrinis,1994,,0,0.0,baltupiuose
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-virginijaus-druskio-g-tvarkingas-2-k-butas-karoliniskese-netoli-tv-4-934141/,8.0,9.0,290,2.0,1972,Blokinis,52.0,Centrinis,1972,,0,0.0,karoliniskese
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-filaretu-g-nuomojamas-2-kambariu-butas-su-balkonu-4-934099/,1.0,3.0,520,2.0,2014,Mūrinis,46.0,"Centrinis, centrinis kolektorinis",2014,,0,0.0,uzupyje
https://www.aruodas.lt/butu-nuoma-vilniuje-markuciuose-subaciaus-g-stilingai-jaukiai-ir-kokybiskai-irengtas-4-930347/,3.0,3.0,600,1.0,2018,Mūrinis,39.0,Kita,2018,,1,0.0,markuciuose
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomota-tvarkingas-butas-su-gerais-4-930299/,8.0,9.0,330,2.0,1975,Blokinis,50.0,Centrinis,1975,,0,0.0,lazdynuose
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-bazilijonu-g-nuomojamas-skoningai-irengtas-jaukus-butas-4-930283/,1.0,4.0,450,2.0,1948,Mūrinis,28.0,Dujinis,1948,,0,1.0,senamiestyje
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-priegliaus-g-butui-priklauso-parkingas-tarpininkai-4-933977/,3.0,9.0,500,3.0,2009,Mūrinis,63.0,Centrinis,2009,,0,0.0,pilaiteje
